Player,Rk,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Nation,Pos,Squad,Comp,Calculated_Age,Goals_per_minute,Goals_per_90,Assists_per_90
Carlos Baleba,198,19.0,2004.0,29.0,16,1386.0,15.399999999999999,0,0,0,0,0,0,7,0,0.8,0.8,0.3,1.1,20.0,53.0,10.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13,cm CMR,MF,Brighton,eng Premier League,21.0,0.0,0.0,0.0
Carlos Benavídez,275,25.0,1998.0,29.0,10,1136.0,12.6,3,1,4,3,0,0,5,0,1.0,1.0,0.5,1.5,9.0,60.0,5.0,0.24,0.08,0.32,0.24,0.32,0.08,0.04,0.12,0.08,0.12,uy URU,MF,Alavés,es La Liga,27.0,0.002638522427440633,0.2379064234734338,0.07930214115781127
Carlos Dominguez,745,22.0,2001.0,22.0,18,1584.0,17.6,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,11.0,63.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,es ESP,DF,Celta Vigo,es La Liga,24.0,0.0,0.0,0.0
Carlos Dotor,755,22.0,2001.0,17.0,7,708.0,7.9,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,3.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,es ESP,MF,Celta Vigo,es La Liga,24.0,0.0,0.0,0.0
Carlos Fernández,866,27.0,1996.0,10.0,5,408.0,4.5,2,1,3,1,0,0,3,0,1.5,0.7,0.5,1.3,5.0,4.0,13.0,0.44,0.22,0.66,0.22,0.44,0.33,0.12,0.45,0.16,0.28,es ESP,FW,Real Sociedad,es La Liga,29.0,0.004889975550122249,0.4434589800443459,0.22172949002217296
Carlos Neva,1893,27.0,1996.0,36.0,36,3146.0,35.0,0,2,2,0,0,0,4,0,0.1,0.1,3.2,3.3,43.0,111.0,98.0,0.0,0.06,0.06,0.0,0.06,0.0,0.09,0.1,0.0,0.1,es ESP,DF,Granada,es La Liga,29.0,0.0,0.0,0.057126535275635534
Carlos Romero,2269,21.0,2001.0,7.0,2,262.0,2.9,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,6.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,es ESP,DF,Villarreal,es La Liga,24.0,0.0,0.0,0.0
Carlos Soler,2472,26.0,1997.0,24.0,12,1090.0,12.1,2,2,4,2,0,0,1,0,1.5,1.5,2.4,3.9,15.0,74.0,59.0,0.17,0.17,0.33,0.17,0.33,0.12,0.2,0.32,0.12,0.32,es ESP,"MF,DF",Paris S-G,fr Ligue 1,28.0,0.0018331805682859762,0.16515276630883569,0.16515276630883569
Carlos Vicente,2697,24.0,1999.0,18.0,12,1114.0,12.4,2,4,6,2,0,0,1,0,2.3,2.3,3.7,6.0,23.0,23.0,82.0,0.16,0.32,0.48,0.16,0.48,0.19,0.3,0.49,0.19,0.49,es ESP,FW,Alavés,es La Liga,26.0,0.0017937219730941704,0.16116035455278002,0.32232070910556004
Carlos Vinícius,2713,28.0,1995.0,13.0,2,315.0,3.5,2,0,2,2,0,0,2,0,1.6,1.6,0.8,2.4,3.0,3.0,13.0,0.45,0.0,0.57,0.42500000000000004,0.57,0.455,0.23,0.69,0.43,0.69,br BRA,FW,Fulham,eng Premier League,30.0,0.006329113924050633,0.5698005698005698,0.0
Carlton Morris,1811,27.0,1995.0,38.0,32,2862.0,31.8,5,4,10,5,0,0,4,0,5.699999999999999,5.449999999999999,2.8,9.75,37.0,56.0,120.0,0.35,0.13,0.47,0.19,0.31,0.36,0.09,0.45,0.23,0.32,eng ENG,"FW,MF",Luton Town,eng Premier League,30.0,0.0017464198393293748,0.15718327569946555,0.12574662055957245
Carmona,466,21.0,2002.0,30.0,15,1313.0,14.6,1,1,2,1,0,0,8,0,0.8,0.8,1.0,1.8,29.0,39.0,55.0,0.07,0.07,0.14,0.07,0.14,0.06,0.07,0.12,0.06,0.12,es ESP,"DF,MF",Getafe,es La Liga,23.0,0.00076103500761035,0.06844626967830253,0.06844626967830253
Carney Chukwuemeka,535,19.0,2003.0,9.0,2,227.0,2.5,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,4.0,12.0,19.0,0.4,0.325,0.79,0.4,0.7749999999999999,0.06,0.13,0.19,0.06,0.19,eng ENG,"MF,FW",Chelsea,eng Premier League,22.0,0.0043859649122807015,0.39840637450199207,0.39840637450199207
Casemiro,478,31.0,1992.0,25.0,24,1982.0,22.0,1,2,3,1,0,0,7,0,3.5,3.5,1.0,4.5,12.0,112.0,36.0,0.05,0.09,0.14,0.05,0.14,0.16,0.05,0.2,0.16,0.2,br BRA,"MF,DF",Manchester Utd,eng Premier League,33.0,0.0005042864346949068,0.045433893684688774,0.09086778736937755
Castello Lukeba,1535,20.0,2002.0,32.0,24,2191.0,24.3,1,0,1,1,0,0,3,0,0.8,0.8,0.1,0.9,23.0,107.0,9.0,0.04,0.0,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,fr FRA,DF,RB Leipzig,de Bundesliga,23.0,0.0004562043795620438,0.04113533525298231,0.0
Catena,493,28.0,1994.0,30.0,28,2534.0,28.2,1,3,4,1,0,0,8,0,1.3,1.3,1.0,2.4,5.0,77.0,1.0,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.08,0.05,0.08,es ESP,DF,Osasuna,es La Liga,31.0,0.0003944773175542406,0.035448422545196735,0.10634526763559021
Cauley Woodrow,2786,28.0,1994.0,24.0,2,427.0,4.7,1,1,2,1,0,0,2,0,1.4,1.4,1.2,2.6,7.0,6.0,22.0,0.21,0.21,0.42,0.21,0.42,0.3,0.25,0.55,0.3,0.55,eng ENG,"FW,MF",Luton Town,eng Premier League,31.0,0.002336448598130841,0.21231422505307856,0.21231422505307856
Cedric Zesiger,2831,25.0,1998.0,23.0,18,1634.0,18.2,0,0,0,0,0,0,5,0,1.3,1.3,0.0,1.4,14.0,81.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.08,0.07,0.08,ch SUI,DF,Wolfsburg,de Bundesliga,27.0,0.0,0.0,0.0
Cenk Özkacar,2015,22.0,2000.0,23.0,18,1598.0,17.8,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.3,17.0,56.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,tr TUR,DF,Valencia,es La Liga,25.0,0.0,0.0,0.0
Cesare Casadei,475,20.0,2003.0,11.0,0,79.0,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,it ITA,"FW,MF",Chelsea,eng Premier League,22.0,0.0,0.0,0.0
Chadi Riad,2222,20.0,2003.0,26.0,24,2164.0,24.0,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,4.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,ma MAR,DF,Betis,es La Liga,22.0,0.0,0.0,0.0
Chaim El Djebali,729,19.0,2004.0,1.0,0,12.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tn TUN,MF,Lyon,fr Ligue 1,21.0,0.0,0.0,0.0
Chaka Traorè,2628,18.0,2004.0,2.0,0,20.0,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,2.0,0.0,2.0,0.45,0.0,0.825,0.42500000000000004,0.7749999999999999,0.35,0.0,0.35,0.35,0.35,ci CIV,FW,Milan,it Serie A,21.0,0.047619047619047616,4.761904761904762,0.0
Chancel Mbemba,1694,28.0,1994.0,25.0,25,2207.0,24.5,2,2,4,2,0,0,1,0,1.8,1.8,1.0,2.8,16.0,131.0,10.0,0.08,0.08,0.16,0.08,0.16,0.07,0.04,0.12,0.07,0.12,cd COD,DF,Marseille,fr Ligue 1,31.0,0.0009057971014492754,0.08159934720522236,0.08159934720522236
Charalambos Lykogiannis,1544,29.0,1993.0,22.0,10,904.0,10.0,2,1,3,2,0,0,2,0,1.3,1.3,1.6,2.9,36.0,35.0,41.0,0.2,0.1,0.3,0.2,0.3,0.13,0.16,0.29,0.13,0.29,gr GRE,DF,Bologna,it Serie A,32.0,0.0022099447513812156,0.1998001998001998,0.0999000999000999
Charles De Ketelaere,656,22.0,2001.0,35.0,25,2026.0,22.5,5,5,10,5,0,0,1,0,5.699999999999999,5.449999999999999,4.6,9.75,77.5,126.0,195.0,0.44,0.325,0.8,0.4,0.76,0.31,0.27,0.59,0.28,0.55,be BEL,"FW,MF",Atalanta,it Serie A,24.0,0.00246669955599408,0.2221235006663705,0.2221235006663705
Charlie Taylor,2560,29.0,1993.0,28.0,25,2331.0,25.9,1,1,2,1,0,0,8,0,0.2,0.2,1.2,1.5,36.0,82.0,81.0,0.04,0.04,0.08,0.04,0.08,0.01,0.05,0.06,0.01,0.06,eng ENG,DF,Burnley,eng Premier League,32.0,0.0004288164665523156,0.0385951370127364,0.0385951370127364
Charlys,516,19.0,2004.0,2.0,0,25.0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,br BRA,MF,Hellas Verona,it Serie A,21.0,0.0,0.0,0.0
Cheick Doucouré,757,23.0,2000.0,11.0,11,919.0,10.2,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,9.0,49.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,ml MLI,MF,Crystal Palace,eng Premier League,25.0,0.0,0.0,0.0
Cheick Konaté,1359,19.0,2004.0,19.0,12,1068.0,11.9,1,1,2,1,0,0,4,0,0.5,0.5,1.6,2.1,22.0,37.0,86.0,0.08,0.08,0.17,0.08,0.17,0.04,0.13,0.18,0.04,0.18,ml MLI,DF,Clermont Foot,fr Ligue 1,21.0,0.0009354536950420954,0.08396305625524769,0.08396305625524769
Cheikh Tidiane Sabaly,2591,24.0,1999.0,29.0,17,1379.0,15.3,3,1,4,3,0,0,4,0,2.7,2.7,1.2,3.8,37.0,36.0,75.0,0.2,0.07,0.26,0.2,0.26,0.17,0.08,0.25,0.17,0.25,sn SEN,"FW,MF",Metz,fr Ligue 1,26.0,0.002173913043478261,0.19595035924232526,0.06531678641410843
Cheikhou Kouyaté,1378,33.0,1989.0,12.0,2,212.0,2.4,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.14,0.12,0.14,sn SEN,MF,Nott'ham Forest,eng Premier League,36.0,0.0,0.0,0.0
Cher Ndour,1881,19.0,2004.0,3.0,0,28.0,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,MF,Paris S-G,fr Ligue 1,21.0,0.0,0.0,0.0
Chiedozie Ogbene,1951,26.0,1997.0,30.0,20,1995.0,22.2,4,1,5,4,0,0,1,0,4.2,4.2,3.1,7.4,77.5,53.0,150.0,0.18,0.05,0.23,0.18,0.23,0.19,0.14,0.33,0.19,0.33,ie IRL,"MF,DF",Luton Town,eng Premier League,28.0,0.002004008016032064,0.18009905447996397,0.04502476361999099
Chris Basham,231,35.0,1988.0,8.0,3,321.0,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.1,0.04,0.1,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,37.0,0.0,0.0,0.0
Chris Bedia,249,27.0,1996.0,7.0,0,145.0,1.6,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.4,1.0,1.0,6.0,0.45,0.0,0.62,0.42500000000000004,0.62,0.13,0.11,0.24,0.13,0.24,ci CIV,"FW,MF",Union Berlin,de Bundesliga,29.0,0.00684931506849315,0.6211180124223602,0.0
Chris Führich,915,25.0,1998.0,34.0,33,2567.0,28.5,5,5,10,5,0,0,2,0,5.699999999999999,5.449999999999999,4.6,9.75,77.5,145.0,195.0,0.28,0.25,0.53,0.28,0.53,0.23,0.28,0.51,0.2,0.49,de GER,"FW,MF",Stuttgart,de Bundesliga,27.0,0.0019470404984423676,0.175377060680463,0.175377060680463
Chris Mepham,1734,25.0,1997.0,10.0,6,617.0,6.9,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,4.0,25.0,1.0,0.0,0.15,0.15,0.0,0.15,0.01,0.06,0.07,0.01,0.07,wls WAL,DF,Bournemouth,eng Premier League,28.0,0.0,0.0,0.1447178002894356
Chris Ramos,2185,26.0,1997.0,37.0,30,2612.0,29.0,5,1,6,5,0,0,5,0,5.699999999999999,5.449999999999999,1.7,9.75,31.0,28.0,102.0,0.17,0.03,0.21,0.17,0.21,0.35,0.06,0.4,0.35,0.4,es ESP,"FW,MF",Cádiz,es La Liga,28.0,0.0019135093761959434,0.1723543605653223,0.03447087211306446
Chris Richards,2227,23.0,2000.0,26.0,23,2094.0,23.3,1,1,2,1,0,0,3,0,0.6,0.6,0.4,1.0,1.0,43.0,1.0,0.04,0.04,0.09,0.04,0.09,0.03,0.02,0.04,0.03,0.04,us USA,"DF,MF",Crystal Palace,eng Premier League,25.0,0.00047732696897374703,0.042900042900042894,0.042900042900042894
Chris Smalling,2458,33.0,1989.0,8.0,4,390.0,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,1.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.1,0.01,0.1,eng ENG,DF,Roma,it Serie A,36.0,0.0,0.0,0.0
Chris Wood,2785,31.0,1991.0,31.0,20,1812.0,20.1,5,1,10,5,0,0,0,0,5.699999999999999,5.449999999999999,2.1,9.75,16.0,30.0,76.0,0.45,0.05,0.75,0.42500000000000004,0.75,0.455,0.1,0.7,0.43,0.7,nz NZL,FW,Nott'ham Forest,eng Premier League,34.0,0.0027578599007170436,0.24863252113376427,0.04972650422675285
Chrislain Matsima,1665,21.0,2002.0,20.0,16,1478.0,16.4,1,1,2,1,0,0,4,0,0.30000000000000004,0.30000000000000004,0.1,0.4,18.0,76.0,6.0,0.08,0.3,0.38,0.08,0.38,0.05,0.02,0.06999999999999999,0.05,0.06999999999999999,fr FRA,DF,Clermont Foot,fr Ligue 1,23.0,0.000676132521974307,0.06093845216331505,0.06093845216331505
Christ Mbondi,1697,18.0,2004.0,1.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,FW,Reims,fr Ligue 1,21.0,0.0,0.0,0.0
Christian Eriksen,822,31.0,1992.0,22.0,12,1141.0,12.7,1,2,3,1,0,0,1,0,1.0,1.0,2.3,3.3,20.0,68.0,23.0,0.08,0.16,0.24,0.08,0.24,0.08,0.18,0.26,0.08,0.26,dk DEN,MF,Manchester Utd,eng Premier League,33.0,0.0008756567425569177,0.07867820613690009,0.15735641227380018
Christian Groß,1040,34.0,1989.0,20.0,8,797.0,8.9,0,1,1,0,0,0,1,0,0.3,0.3,0.4,0.7,17.0,46.0,5.0,0.0,0.11,0.11,0.0,0.11,0.04,0.04,0.08,0.04,0.08,de GER,"DF,MF",Werder Bremen,de Bundesliga,36.0,0.0,0.0,0.1122334455667789
Christian Günter,1073,30.0,1993.0,15.0,13,1060.0,11.8,1,2,3,1,0,0,1,0,0.5,0.5,2.1,2.6,15.0,23.0,63.0,0.08,0.17,0.25,0.08,0.25,0.04,0.18,0.22,0.04,0.22,de GER,DF,Freiburg,de Bundesliga,32.0,0.000942507068803016,0.0846740050804403,0.1693480101608806
Christian Kabasele,1275,32.0,1991.0,13.0,10,861.0,9.6,1,1,2,1,0,0,5,0,1.2,1.2,0.5,1.6,7.0,22.0,1.0,0.1,0.1,0.21,0.1,0.21,0.12,0.05,0.17,0.12,0.17,be BEL,DF,Udinese,it Serie A,34.0,0.001160092807424594,0.10405827263267431,0.10405827263267431
Christian Kouamé,1371,25.0,1997.0,23.0,11,1089.0,12.1,2,1,3,2,0,0,0,0,1.9,1.9,1.8,3.7,12.0,41.0,110.0,0.17,0.08,0.25,0.17,0.25,0.16,0.15,0.31,0.16,0.31,ci CIV,FW,Fiorentina,it Serie A,28.0,0.001834862385321101,0.16515276630883569,0.08257638315441784
Christian Kühlwetter,1398,27.0,1996.0,1.0,0,8.0,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1.0,0.0,0.0,0.0,0.325,0.825,0.0,0.7749999999999999,0.0,0.32000000000000006,0.7949999999999999,0.0,0.7450000000000001,de GER,MF,Heidenheim,de Bundesliga,29.0,0.0,0.0,9.090909090909092
Christian Mawissa,1676,18.0,2005.0,17.0,12,1118.0,12.4,2,0,2,2,0,0,3,0,1.0,1.0,0.3,1.3,26.0,39.0,11.0,0.16,0.0,0.16,0.16,0.16,0.08,0.02,0.1,0.08,0.1,fr FRA,DF,Toulouse,fr Ligue 1,20.0,0.0017873100983020554,0.16116035455278002,0.0
Christian Nørgaard,1935,29.0,1994.0,31.0,30,2505.0,27.8,2,1,3,2,0,0,8,0,3.5,3.5,1.9,5.4,15.0,161.0,42.0,0.07,0.04,0.11,0.07,0.11,0.12,0.07,0.19,0.12,0.19,dk DEN,MF,Brentford,eng Premier League,31.0,0.0007980845969672786,0.07191657677094569,0.035958288385472846
Christian Pulisic,2163,24.0,1998.0,36.0,32,2602.0,28.9,5,5,10,5,0,0,2,0,5.699999999999999,5.449999999999999,4.6,9.75,77.5,87.0,195.0,0.42,0.28,0.69,0.42,0.69,0.28,0.16,0.44,0.28,0.44,us USA,"FW,MF",Milan,it Serie A,27.0,0.001920860545524395,0.17295053614666206,0.17295053614666206
Christoph Baumgartner,241,23.0,1999.0,32.0,11,1158.0,12.9,5,1,6,5,0,0,3,0,3.7,3.7,1.6,5.2,36.0,47.0,86.0,0.39,0.08,0.47,0.39,0.47,0.28,0.12,0.41,0.28,0.41,at AUT,"MF,FW",RB Leipzig,de Bundesliga,26.0,0.004314063848144953,0.3872966692486445,0.07745933384972889
Christoph Klarer,1343,23.0,2000.0,30.0,28,2354.0,26.2,2,2,4,2,0,0,9,0,1.2,1.2,0.9,2.1,9.0,64.0,11.0,0.08,0.08,0.15,0.08,0.15,0.05,0.04,0.08,0.05,0.08,at AUT,DF,Darmstadt 98,de Bundesliga,25.0,0.0008492569002123143,0.07630675314765356,0.07630675314765356
Christoph Kramer,1386,32.0,1991.0,14.0,1,249.0,2.8,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,10.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,de GER,MF,Gladbach,de Bundesliga,34.0,0.0,0.0,0.0
Christoph Zimmermann,2837,30.0,1993.0,19.0,12,1220.0,13.6,0,0,0,0,0,0,5,0,0.3,0.3,0.1,0.4,7.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,de GER,DF,Darmstadt 98,de Bundesliga,32.0,0.0,0.0,0.0
Christophe Hérelle,1125,30.0,1992.0,19.0,18,1617.0,18.0,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.1,1.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,mq MTQ,DF,Metz,fr Ligue 1,33.0,0.0,0.0,0.0
Christopher Antwi-Adjei,119,29.0,1994.0,25.0,11,1216.0,13.5,2,2,4,2,0,0,5,0,2.2,2.2,3.5,5.7,50.0,28.0,138.0,0.15,0.15,0.3,0.15,0.3,0.16,0.26,0.42,0.16,0.42,gh GHA,"FW,MF",Bochum,de Bundesliga,31.0,0.0016433853738701725,0.14803849000740193,0.14803849000740193
Christopher Jullien,1260,30.0,1993.0,20.0,13,1233.0,13.7,1,0,1,1,0,0,5,0,1.1,1.1,0.1,1.2,1.0,26.0,4.0,0.07,0.0,0.07,0.07,0.07,0.08,0.0,0.09,0.08,0.09,fr FRA,DF,Montpellier,fr Ligue 1,32.0,0.0008103727714748784,0.07293946024799416,0.0
Christopher Lenz,1468,28.0,1994.0,6.0,0,57.0,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,de GER,"DF,MF",RB Leipzig,de Bundesliga,31.0,0.0,0.0,0.0
Christopher Nkunku,1910,25.0,1997.0,11.0,2,443.0,4.9,3,0,3,3,0,0,0,0,2.3,2.3,0.2,2.5,10.0,19.0,35.0,0.45,0.0,0.61,0.42500000000000004,0.61,0.455,0.05,0.52,0.43,0.52,fr FRA,"FW,MF",Chelsea,eng Premier League,28.0,0.006756756756756757,0.6109979633401221,0.0
Christopher Operi,1985,26.0,1997.0,28.0,28,2445.0,27.2,3,4,7,3,0,0,6,0,1.2,1.2,4.0,5.1,31.0,82.0,111.0,0.11,0.15,0.26,0.11,0.26,0.04,0.15,0.19,0.04,0.19,ci CIV,DF,Le Havre,fr Ligue 1,28.0,0.0012264922322158627,0.11025358324145534,0.14700477765527378
Christopher Trimmel,2638,36.0,1987.0,26.0,19,1646.0,18.3,0,2,2,0,0,0,2,0,0.6,0.5,2.1,2.6,23.0,86.0,65.0,0.0,0.11,0.11,0.0,0.11,0.03,0.11,0.14,0.03,0.14,at AUT,DF,Union Berlin,de Bundesliga,38.0,0.0,0.0,0.10922992900054614
Christopher Wooh,2787,21.0,2001.0,18.0,15,1388.0,15.4,1,0,1,1,0,0,3,0,1.3,1.3,0.7,2.0,8.0,61.0,4.0,0.06,0.0,0.06,0.06,0.06,0.09,0.04,0.13,0.09,0.13,cm CMR,DF,Rennes,fr Ligue 1,24.0,0.0007199424046076314,0.06489292667099286,0.0
Christos Papadopoulos,2033,18.0,2004.0,1.0,0,4.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gr GRE,FW,Genoa,it Serie A,21.0,0.0,0.0,0.0
Chukwubuikem Ikwuemesi,1182,21.0,2001.0,25.0,11,1061.0,11.8,1,1,2,1,0,0,2,0,2.4,2.4,0.7,3.1,11.0,10.0,70.0,0.08,0.08,0.17,0.08,0.17,0.21,0.06,0.26,0.21,0.26,ng NGA,FW,Salernitana,it Serie A,24.0,0.0009416195856873823,0.0846740050804403,0.0846740050804403
Chumi,537,24.0,1999.0,31.0,26,2434.0,27.0,0,1,1,0,0,0,4,0,1.0,1.0,1.4,2.4,11.0,68.0,4.0,0.0,0.04,0.04,0.0,0.04,0.04,0.05,0.09,0.04,0.09,es ESP,DF,Almería,es La Liga,26.0,0.0,0.0,0.03702332469455757
Ciro Immobile,1188,33.0,1990.0,31.0,21,1652.0,18.4,5,1,8,3,0,0,8,0,5.699999999999999,5.449999999999999,2.1,8.6,19.0,39.0,123.0,0.38,0.05,0.44,0.16,0.22,0.455,0.11,0.64,0.36,0.47,it ITA,FW,Lazio,it Serie A,35.0,0.0030248033877797943,0.27159152634437805,0.054318305268875614
Clemens Riedel,2232,20.0,2003.0,14.0,9,755.0,8.4,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,4.0,47.0,27.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.12,0.03,0.12,de GER,DF,Darmstadt 98,de Bundesliga,22.0,0.0,0.0,0.0
Clinton Mata,1656,30.0,1992.0,28.0,25,2220.0,24.7,0,3,3,0,0,0,6,0,0.6,0.6,2.2,2.8,32.0,97.0,60.0,0.0,0.12,0.12,0.0,0.12,0.02,0.09,0.11,0.02,0.11,ao ANG,DF,Lyon,fr Ligue 1,33.0,0.0,0.0,0.12140833670578713
Clément Lenglet,1466,28.0,1995.0,14.0,14,1153.0,12.8,0,1,1,0,0,0,3,0,0.9,0.9,0.8,1.6,26.0,51.0,1.0,0.0,0.08,0.08,0.0,0.08,0.07,0.06,0.13,0.07,0.13,fr FRA,DF,Aston Villa,eng Premier League,30.0,0.0,0.0,0.078064012490242
Cody Gakpo,927,24.0,1999.0,35.0,17,1649.0,18.3,5,5,10,5,0,0,1,0,5.699999999999999,5.449999999999999,2.9,9.75,43.0,83.0,130.0,0.44,0.27,0.71,0.42500000000000004,0.71,0.455,0.16,0.64,0.43,0.64,nl NED,"FW,MF",Liverpool,eng Premier League,26.0,0.0030303030303030303,0.27307482250136533,0.27307482250136533
Cole Palmer,2027,21.0,2002.0,34.0,29,2618.0,29.1,5,5,10,5,0,0,7,0,5.699999999999999,5.449999999999999,4.6,9.75,77.5,181.0,195.0,0.45,0.325,0.825,0.42500000000000004,0.7749999999999999,0.455,0.32000000000000006,0.7949999999999999,0.38,0.7450000000000001,eng ENG,"FW,MF",Chelsea,eng Premier League,23.0,0.0019091256204658267,0.1717622810030917,0.1717622810030917
Connor Roberts,2245,27.0,1995.0,14.0,8,823.0,9.1,0,1,1,0,0,0,5,0,0.0,0.0,0.2,0.2,6.0,38.0,13.0,0.0,0.11,0.11,0.0,0.11,0.0,0.02,0.02,0.0,0.02,wls WAL,DF,Burnley,eng Premier League,30.0,0.0,0.0,0.10976948408342481
Conor Bradley,367,20.0,2003.0,11.0,10,753.0,8.4,1,3,4,1,0,0,2,0,0.9,0.9,1.5,2.3,35.0,29.0,64.0,0.12,0.325,0.48,0.12,0.48,0.1,0.17,0.28,0.1,0.28,nir NIR,DF,Liverpool,eng Premier League,22.0,0.001326259946949602,0.11890606420927467,0.356718192627824
Conor Gallagher,932,23.0,2000.0,37.0,37,3128.0,34.8,5,5,10,5,0,0,9,0,4.2,4.2,4.6,9.2,62.0,172.0,122.0,0.14,0.2,0.35,0.14,0.35,0.12,0.15,0.27,0.12,0.27,eng ENG,MF,Chelsea,eng Premier League,25.0,0.0015979546180888463,0.14363688595231258,0.14363688595231258
Copete,570,23.0,1999.0,19.0,17,1333.0,14.8,1,1,2,1,0,0,7,0,0.5,0.5,0.8,1.3,3.0,52.0,2.0,0.07,0.07,0.14,0.07,0.14,0.04,0.05,0.09,0.04,0.09,es ESP,DF,Mallorca,es La Liga,26.0,0.0007496251874062968,0.06752194463200539,0.06752194463200539
Corentin Tolisso,2601,28.0,1994.0,25.0,21,1741.0,19.3,2,1,3,1,0,0,5,0,3.2,2.4,1.8,4.2,30.0,153.0,67.0,0.1,0.05,0.16,0.05,0.1,0.17,0.09,0.26,0.13,0.22,fr FRA,MF,Lyon,fr Ligue 1,31.0,0.001148105625717566,0.10357327809425167,0.05178663904712583
Craig Dawson,654,33.0,1990.0,25.0,25,2209.0,24.5,1,1,2,1,0,0,7,0,1.5,1.5,1.4,2.9,1.0,49.0,4.0,0.04,0.04,0.08,0.04,0.08,0.06,0.06,0.12,0.06,0.12,eng ENG,DF,Wolves,eng Premier League,35.0,0.00045248868778280545,0.04079967360261118,0.04079967360261118
Crespo,603,26.0,1996.0,15.0,4,527.0,5.9,0,0,0,0,0,0,4,0,0.1,0.1,1.0,1.1,13.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.2,0.02,0.2,pt POR,MF,Rayo Vallecano,es La Liga,29.0,0.0,0.0,0.0
